PRODUTOR;CNPJ_PRODUTOR;PAIS_PRODUTOR;TITULO_ORIGINAL;CPB
STORM COMUNICAÇÃO E TECNOLOGIA LTDA;014.215.563/0001-01;BRASIL;CAÇA -TEMPESTADES : AMAZÔNIA;B2500374400000
STORM COMUNICAÇÃO E TECNOLOGIA LTDA;014.215.563/0001-01;BRASIL;FRAGMENTOS DE PAIXÃO;B1402090800000
STORM PRODUÇÕES LTDA;013.676.021/0001-73;BRASIL;BLACK TOP RULES;B1301888700000
STORMY NIGHTS PRODUCTIONS II INC;NÃO INFORMADO;CANADÁ;RUA DO ENCONTRO (STREETS OF ENCOUNTER);B0901091500000
STORY LINE PRODUÇÕES LTDA.;009.504.083/0001-20;BRASIL;SINFONIA FINA - DO POPULAR AO ERUDITO;B1201557800000
STORY PRODUÇÕES LTDA;012.439.680/0001-23;BRASIL;FORMULA DREAMS;B2200112100000
STORYKNIGHT AUDIOVISUAL ENTERTAINMENT ENTERPRISE LTDA;019.648.241/0001-70;BRASIL;A LENDA DO CORTABUNDA;B1800502100000
STORYKNIGHT AUDIOVISUAL ENTERTAINMENT ENTERPRISE LTDA;019.648.241/0001-70;BRASIL;COMO VIVEM OS BRAVOS;B2000174700000
STORYKNIGHT AUDIOVISUAL ENTERTAINMENT ENTERPRISE LTDA;019.648.241/0001-70;BRASIL;FLOR DA PAISAGEM;B2600138800000
STORYKNIGHT AUDIOVISUAL ENTERTAINMENT ENTERPRISE LTDA;019.648.241/0001-70;BRASIL;NA MÃO DO PALHAÇO;B2400274300000
STORYKNIGHT AUDIOVISUAL ENTERTAINMENT ENTERPRISE LTDA;019.648.241/0001-70;BRASIL;ONDE NASCEM OS BRAVOS;B1700401700000
STORYLAB LTDA;014.092.251/0001-58;BRASIL;OLARIA DO IMAGINÁRIO MARGINAL - TEMPORADA 1;B2500036700000
STORYLAB LTDA;014.092.251/0001-58;BRASIL;OLARIA DO IMAGINÁRIO MARGINAL - TEMPORADA 2;B2500112700000
STORYLAB LTDA;014.092.251/0001-58;BRASIL;QUASE SAMBA;B1301916500000
STORYLAB LTDA;014.092.251/0001-58;BRASIL;REFLORESTA JÁ;B2500118700000
STORYLAB S.A.;NÃO INFORMADO;ARGENTINA;SUBMERSOS;B1900429200000
STOWARZYSZENIE KRAKÓW FILM KLASTER;NÃO INFORMADO;POLÔNIA;OS CAMINHOS DO MEU PAI;B2100242000000
STRATOSTORM ANIMATION LTDA;028.370.887/0001-29;BRASIL;UMBRELLA;B2100400500000
STUDIO 3D MARCATO LTDA - ME;027.784.647/0001-08;BRASIL;ACREDITE EM MIM;B1800175800000
STUDIO 3D MARCATO LTDA - ME;027.784.647/0001-08;BRASIL;BOLAÇA JUNIOR;B1700403800000
STUDIO 47 PRODUÇÕES TELEVISIVAS S/S LTDA;003.830.970/0001-02;BRASIL;MAGAZINE CIDADE;B0800871500000
STUDIO A PRODUTORA AUDIOVISUAL LTDA;027.831.878/0001-25;BRASIL;MARINA;B1800096300000
STUDIO A PRODUTORA AUDIOVISUAL LTDA;027.831.878/0001-25;BRASIL;TUKÀN - A SEMENTE PLANTADA;B2500277400000
STUDIO AR MUSICAL E AUDIOVISUAL LTDA. - ME;069.126.142/0001-04;BRASIL;A ESPANHA DE MARIA;B0800828400000
STUDIO AR MUSICAL E AUDIOVISUAL LTDA. - ME;069.126.142/0001-04;BRASIL;CARLOTA AMOROSIDADE;B0800877600000
STUDIO AR MUSICAL E AUDIOVISUAL LTDA. - ME;069.126.142/0001-04;BRASIL;CONCERTANDO O CHORO - O FILME;B2500431700000
STUDIO AR MUSICAL E AUDIOVISUAL LTDA. - ME;069.126.142/0001-04;BRASIL;INFINITA TROPICÁLIA;B0800828200000
STUDIO AR MUSICAL E AUDIOVISUAL LTDA. - ME;069.126.142/0001-04;BRASIL;UZEBRIOLOCO;B0800828300000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;BOTÃO;B1402078600000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;BREU;B1402078800000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;CASA DE BONECA;B1201650000000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;DEN`DO FREVO;B1402078500000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;ECOS DE REFRÃO;B1402078900000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;FERNAMDA CA: A OUTRA MARGEM AO VIVO;B1301791500000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;FESTA EM VILA RICA;B1402079000000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;FLOR DE INVERNO;B1402079100000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;MORMAÇO;B1402078100000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;O AUTO;B1402078400000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;QUANDO EU VOLTAR;B1402078300000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;ROSA DOS VENTOS;B1402077800000
STUDIO ARBEX MULTIMIDIA LTDA;009.644.630/0001-73;BRASIL;SANGUE DE BANTU;B1402078200000
STUDIO BRASIL PRODUÇÃO E DISTRIBUIÇÃO DE FILMES LTDA;001.762.648/0001-68;BRASIL;JARDIM DAS FOLHAS SAGRADAS;B1101457300000
STUDIO BRASIL PRODUÇÃO E DISTRIBUIÇÃO DE FILMES LTDA;001.762.648/0001-68;BRASIL;PAU BRASIL - UMA VILA PERDIDA NO TEMPO;B1001167100000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;02 DE JULHO, O ANO QUE CHEGUEI;B1800575300000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;CARIRI ENCANTADO;B1600601900000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;COMUNICAÇÃO PÚBLICA E SOCIEDADE;B2200495400000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;COMUNICAÇÃO PÚBLICA E SOCIEDADE  II;B2200495500000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;DO BUGRE AO TERENA;B1402129700000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;MINHA MÚSICA TEM HISTÓRIA;B1800575500000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;MINHA MÚSICA TEM HISTÓRIA, A SÉRIE;B1800575600000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;ONDE EU TAVA QUE NÃO ME MOSTRARAM ANTES;B1800575400000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;TRAVESSIA INKA  O SEGREDO DOS ANDES;B2500076600000
STUDIO CINE-VIDEO LTDA;011.167.701/0001-36;BRASIL;TRÊS BAHIAS DE UM ENCANTO;B1600602500000
STUDIO CLASSIC PRODUCOES ARTISTICAS LTDA - ME;020.078.469/0001-50;BRASIL;CADA INSTANTE SEM VOCÊ;B1700052900000
STUDIO CLASSIC PRODUCOES ARTISTICAS LTDA - ME;020.078.469/0001-50;BRASIL;LEVE - SAMMY ROOS;B1600037500000
STUDIO CLASSIC PRODUCOES ARTISTICAS LTDA - ME;020.078.469/0001-50;BRASIL;PRA SEMPRE;B1700059400000
STUDIO CLASSIC PRODUCOES ARTISTICAS LTDA - ME;020.078.469/0001-50;BRASIL;VANE K ACUSTICO;B1600041600000
STUDIO CLASSIC PRODUCOES ARTISTICAS LTDA - ME;020.078.469/0001-50;BRASIL;VEM PRA CASA;B1600384100000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;"""MALDITO ZÉ DO CAIXÃO""";B1402240600000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;DO BATUQUE AO BASS;B1800290500000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;DOMINGO DE MANHÃ;B1402829000000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;FANTASMA;B1800349300000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;LA BELLE INDIFFÉRENCE;B1600305500000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;PEDAÇOS;B1500879600000
STUDIO CONTRA PRODUCOES LTDA -ME;019.406.672/0001-20;BRASIL;SACRIFÍCIO (VOCÊ É UM);B1500553800000
STUDIO DE IDEIAS PUBLICIDADE LTDA - ME;006.971.135/0001-80;BRASIL;DÁS UM BANHO, ZÉ PERRI;B2200354000000
STUDIO ELETRÔNICO ASSESSORIA E PRODUÇÃO DE CINEMA E TELEVISÃO LTDA.;057.700.650/0001-67;BRASIL;NOIS RODOPEIA, MAIS NÃO FREIA;B1001212100000
STUDIO ELETRÔNICO ASSESSORIA E PRODUÇÃO DE CINEMA E TELEVISÃO LTDA.;057.700.650/0001-67;BRASIL;TENHO UM CORAÇÃO - BORBULHAS DE AMOR;B1201581400000
STUDIO F3 LTDA;023.481.856/0001-21;BRASIL;NO RASTRO;B1101397200000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;CASA DA RUA;B1201596300000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;CHUVA RASA;B0901105700000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;CLUBE DO MEDO;B1201608100000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;COIOTE;B1001146400000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;ENTRE FAMÍLIA NÃO HÁ OLHAR;B1001209200000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;ESCADA;B0901094400000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;GOELA ADENTRO;B0901095400000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;JAMES E ULYSSES;B0901105500000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;NA;B1001146500000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;NO DOMINGO;B1001191800000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;O CLÍNICO;B1001224700000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;O ÚLTIMO FIM DE SEMANA;B1201604300000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;OS TEUS;B1001146800000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;PASSAGEM;B1001146700000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;QUARTO;B1001146600000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;RUA DA CASA;B1201596200000
STUDIO FATIMA TOLEDO LTDA -ME;000.341.482/0001-43;BRASIL;SETE HISTÓRIAS FICTÍCIAS DE PESSOAS REAIS;B1001146900000
STUDIO FILMOWE KALEJDOSKOP;NÃO INFORMADO;POLÔNIA;ZIMBA;B2000042900000
STUDIO FOTOGRAFICO ALIANÇA CRIATIVA LTDA;009.378.346/0001-00;BRASIL;CHEF EM CASA - LAR DOCE LAR;B1500152900000
STUDIO FOTOGRAFICO ALIANÇA CRIATIVA LTDA;009.378.346/0001-00;BRASIL;ETERNO FIM;B1500277100000
STUDIO FOTOGRAFICO ALIANÇA CRIATIVA LTDA;009.378.346/0001-00;BRASIL;FÁBULA DE UMA GRANADA;B2200112600000
STUDIO FOTOGRAFICO ALIANÇA CRIATIVA LTDA;009.378.346/0001-00;BRASIL;PASSARADA;B1900384500000
STUDIO GREAT LTDA;009.098.141/0001-63;BRASIL;SAUDADE CONSERTA O QUE TU FEZ;B1900200700000
STUDIO THE LTDA-ME;000.261.318/0001-26;BRASIL;FASCINATION PARKS;B1900553100000
STUDIO THE LTDA-ME;000.261.318/0001-26;BRASIL;LUNETA;B1800501700000
STUDIO THE LTDA-ME;000.261.318/0001-26;BRASIL;TROPICAL SPEED;B1700255100000
STUDIO UNO PRODUÇÕES ARTÍSTICAS LTDA.;005.788.623/0001-94;BRASIL;BRASILEIRINHO;B0600578400000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS - ALMANAQUE;B2200040700000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS - CANTIGAS DE RODA - VOL. 01;B1101528400000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS - CANTIGAS DE RODA - VOL. 01;B2100473700000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS - DIA DE FESTA;B1402790800000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS - DIA DE FESTA;B2100474000000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS - SAFÁRI;B2100479100000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS NA FAZENDA;B1201700000000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS NA FAZENDA;B2100473900000
STUDIO VERTEX COMPUTAÇÃO GRAFICA LTDA;011.161.280/0001-36;BRASIL;OS PEQUERRUCHOS SAFÁRI;B1800476200000
STUDIO WILD LTDA - ME;007.382.205/0001-28;BRASIL;STARDUST;B1900352200000
STUDIOFILMES PRODUÇÕES LTDA;NÃO INFORMADO;Não Informado;TROPCLIP;B0500442600000
STUDIOMETA.AI PRODUCAO LTDA;008.923.737/0001-98;BRASIL;NOSSA QUERIDA JABEBIRACICA;B2400063500000
STUDIOMETA.AI PRODUCAO LTDA;008.923.737/0001-98;BRASIL;O GOSTO DE CERTAS LACUNAS;B2500535300000
STUDIOS B ANIMACAO LTDA - ME;019.907.459/0001-00;BRASIL;AS AVENTURAS DO MIAU;B1700423300000
STUDIUM PRODUCOES LTDA;004.120.591/0001-91;BRASIL;A TRADICIONAL FAMÍLIA BRASILEIRA - KATU;B2000264700000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;A CISTERNA;B2100337100000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;EU SINTO MUITO;B1900448700000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;HUNGRIA - A ESCOLHA DE UM SONHO;B2600128400000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;LETÍCIA;B2300322700000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;LETÍCIA;B2400123800000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;O BIPO;B2300498000000
STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;003.138.801/0001-06;BRASIL;UM DOMINGO DE 53 HORAS;B2100007000000
SUA NOVA IDEIA PRODUÇÕES;041.224.747/0001-00;BRASIL;JÁ PERDI;B2100506700000
SUA PRODUTORA LTDA;031.119.133/0001-05;BRASIL;BONECA DE PANO;B2500069800000
SUBLIME PRODUCTIONS LLC;NÃO INFORMADO;ESTADOS UNIDOS;APOCALIPSE NOS TRÓPICOS;B2400357100000
SUBLIME PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA. (BAIXADO);011.324.220/0001-97;BRASIL;DESTINA-SE;B1001311500000
SUBLIME PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA. (BAIXADO);011.324.220/0001-97;BRASIL;EROTIKÓS - CORPOS EM MOVIMENTO;B1001206300000
SUBMERSO FILMES LTDA-ME;026.648.136/0001-04;BRASIL;A RUA DAS CASAS SURDAS;B1700226400000
SUBMERSO FILMES LTDA-ME;026.648.136/0001-04;BRASIL;FAGULHA;B2300096800000
SUBMERSO FILMES LTDA-ME;026.648.136/0001-04;BRASIL;O MENINO DAS ESTRELAS;B1900543300000
SUBMERSO FILMES LTDA-ME;026.648.136/0001-04;BRASIL;POR CONTA DA CASA;B1700375700000
SUBMERSO FILMES LTDA-ME;026.648.136/0001-04;BRASIL;QUARTO DE LETUS;B2100002700000
SUBMERSO FILMES LTDA-ME;026.648.136/0001-04;BRASIL;SOLITO;B1700375900000
SUBSTRATO PRODUCOES ARTISTICAS LTDA;017.983.960/0001-11;BRASIL;GARGANTA;B2200322000000
SUBSTRATO PRODUCOES ARTISTICAS LTDA;017.983.960/0001-11;BRASIL;TIRA-MANCHAS;B2200320200000
SUBSTRATO PRODUCOES ARTISTICAS LTDA;017.983.960/0001-11;BRASIL;TRÊS QUARTOS;B2000441200000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;45 DIAS SEM VOCÊ;B1800586000000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;BOM DIA, BOM DIA, HORA DA ESCOLA;B1101513000000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;CÉU DE AGOSTO;B2200041300000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;FIQUEM;B1900460800000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;LÁGRIMAS NO MAM;B2400291200000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;MÚSICA PARA MORRER DE AMOR;B1900341900000
SUBSTÂNCIA FILMES LTDA;010.825.824/0001-54;BRASIL;O TRAVESSEIRO E O ESCORPIÃO;B1402250000000
SUBZERO PRODUÇÕES ARTÍSTICAS LTDA;004.799.234/0001-00;BRASIL;MINHA MENINA BONITA;B1500111600000
SUBZERO PRODUÇÕES ARTÍSTICAS LTDA;004.799.234/0001-00;BRASIL;MINHA MENINA BONITA;B1500759200000
SUCESSO PROMOÇÃO E PUBLICIDADE S/C LTDA.;005.343.447/0001-87;BRASIL;JOÃO;B1001261000000
SUCRE RECORDS PRODUCOES ARTISTICAS LTDA;023.301.527/0001-51;BRASIL;ABRACADABRA;B2300469700000
SUCRE RECORDS PRODUCOES ARTISTICAS LTDA;023.301.527/0001-51;BRASIL;CAIPIRINHA;B2300470300000
SUCRE RECORDS PRODUCOES ARTISTICAS LTDA;023.301.527/0001-51;BRASIL;DO JEITO QUE ELA GOSTA;B2400306600000
SUCRE RECORDS PRODUCOES ARTISTICAS LTDA;023.301.527/0001-51;BRASIL;TINTA;B2300469400000
SUCRE RECORDS PRODUCOES ARTISTICAS LTDA;023.301.527/0001-51;BRASIL;TÁ QUERENDO;B2400363600000
SUDACA FILMS E.I.R.L;NÃO INFORMADO;PERU;CONTACTADO;B2000151700000
SUDACA FILMS E.I.R.L;NÃO INFORMADO;PERU;ZAFARI;B2400445200000
SUDESTADA CINE SRL;NÃO INFORMADO;ARGENTINA;RAZÕES PARA NÃO SER MÃE;B1900582500000
SUE ELLEN MAYUMI SIMABUGURO CHINEM;PESSOA FÍSICA;BRASIL;REDOMA;B2400007900000
SUEKO FILMS;NÃO INFORMADO;URUGUAI;REUS;B1101438100000
SUELEN CRISTINA NINO FERNANDES;PESSOA FÍSICA;BRASIL;VIVER DE FLORES;B2300128400000
SUELI APARECIDA NASCIMENTO;PESSOA FÍSICA;BRASIL;PAI,MÃE, FILHA;B0700717500000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;4G;B2000263400000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;AMOR PRA CUIDAR;B2100349800000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;ASSUNTO;B1900203900000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;CLARO;B2000431100000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;DORMIR BEM (POUCO);B2100385600000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;DOWN BY THE RIVER;B1900356900000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;EU SOU;B2100031500000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;FLYING;B1800359400000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;GAME OVER;B2100549500000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;LATE ENOUGH;B2100346800000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;LOST MY MIND;B2100347500000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;MAMACITA;B1900488300000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;MARCAR REGISTRADA;B2200057900000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;ME CALMÉ;B2200004300000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;MIEDO BOBO;B2000435200000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;NICOTINE;B1900355100000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;OUVI DIZER;B2000434400000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;PARTIU PRA OUTRA;B2000435100000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;PELA METADE;B1900576400000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;PREFIRO A SAUDADE;B2100346900000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;QUANDO MARIA VIROU AREIA;B2200025100000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;SÓ VEM;B1900485900000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;UNIVERSO;B1900486000000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;VENENO;B2000434300000
SUELI DE OLIVEIRA CARVALHO PEREIRA;PESSOA FÍSICA;BRASIL;VÍCIO;B1900359300000
SUELI MAXAKALI;PESSOA FÍSICA;BRASIL;YAMIYHEX, AS MULHERES-ESPÍRITO;B2400394600000
SUELI MAXAKALI;PESSOA FÍSICA;BRASIL;YÕG ÃTAK: MEU PAI, KAIOWÁ;B2500275300000
SUELINE SANTOS MONTEIRO DE MELO;PESSOA FÍSICA;BRASIL;SEMBLANTES;B2200089600000
SUELLEN ADUR;PESSOA FÍSICA;BRASIL;TODA SOMBRA PARECE VIVA;B1900065000000
SUELLEN DA SILVA MENDONCA;PESSOA FÍSICA;BRASIL;PROGRAMA DE REABILITAÇÃO PULMONAR COMO PROPOSTA TERAPÊUTICA E DE EDUCAÇÃO EM SAÚDE A PACIENTES RECU;B2300561100000
SUGARCANE FILMES LTDA;029.954.968/0001-39;BRASIL;5 DA MANHÃ;B2300469800000
SUGARCANE FILMES LTDA;029.954.968/0001-39;BRASIL;BIVOLT - VISTA LOKA;B1900318300000
SUGARCANE FILMES LTDA;029.954.968/0001-39;BRASIL;FOR YOU;B2300051000000
SUGARCANE FILMES LTDA;029.954.968/0001-39;BRASIL;MAS EU NÃO SOU ALGUÉM?;B2200285000000
SUGARCANE FILMES LTDA;029.954.968/0001-39;BRASIL;MC LIVINHO & SORRISO MAROTO - GIRL;B2300051100000
SUI GENERIS FILMES LTDA;010.743.511/0001-57;BRASIL;A ÚLTIMA VALSA;B1301729100000
SUITE17 PRODUÇÕES ARTÍSTICAS LTDA - ME;016.676.095/0001-06;BRASIL;DREAMER;B1402187900000
SUITE17 PRODUÇÕES ARTÍSTICAS LTDA - ME;016.676.095/0001-06;BRASIL;MÚSICA É UMA RELIGIÃO;B1500686500000
SUJU FILMES LTDA - ME;010.305.776/0001-73;BRASIL;O VERÃO DA LATA;B1402503800000
SUL AUDIOVISUAL LTDA;029.226.754/0001-46;BRASIL;O DEBATE;B2200273500000
SUL AUDIOVISUAL LTDA;029.226.754/0001-46;BRASIL;VIÚVOS;B2600130000000
SULFLIX ENTRETENIMENTO LTDA;044.448.120/0001-21;BRASIL;INSIGHTS CRIATIVOS - TERRITÓRIOS CRIATIVOS;B2600138300000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;...EU SOU MUITO BOM... E MUITO RUIM;B1402739500000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;AO MEU VIZINHO;B1500308300000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;ATENCIOSAMENTE, LO TURCO;B1402264600000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;DRAG-SE;B1600041200000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;ESTRADA DOM JOAQUIM MAMEDE;B1301885500000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;ILHA DO CARDOSO;B0800964400000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;JEAN MARIE;B1402239800000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;NA ILHA;B2000284700000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;NADA HÁ;B2400480400000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;NAOLINCO E AS CORES DA MORTE;B1402281600000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;OLYMPIAS;B1302055300000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;ON SIDE;B1402226900000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;PONTO E VÍRGULA;B2400263200000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;SE EU TÔ AQUI É POR MISTÉRIO;B2400023200000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;TAILOR;B1700509600000
SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.230.926/0001-48;BRASIL;TENSO;B1402351500000
SUMAUMA IMAGEM CONTEUDO E PRODUÇÃO CINEMATOGRAFICA LTDA ME;010.625.446/0001-65;BRASIL;ANJOS E TROVOADAS;B1500448400000
